id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,city
o,https://adresowo.pl/o/mieszkanie-gdansk-piecki-ul-stanislawa-lema-1-pokoj-b5y0e4,ponad miesiąc temu,16,Gdańsk Piecki,ul. Stanisława Lema,Apartment,1,30,Oferta biura nieruchomości,499000,16667,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-wzgorze-swietego-maksymiliana-ul-legionow-3-pokojowe-l1j0k4,ponad miesiąc temu,14,Gdynia Wzgórze Świętego Maksymiliana,ul. Legionów,Apartment,3,70,Oferta biura nieruchomości,899000,12843,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-redlowo-ul-legionow-2-pokojowe-o4g0h4,ponad miesiąc temu,8,Gdynia Redłowo,ul. Legionów,Apartment,2,48,Bez pośredników,740000,15417,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-ul-startowa-3-pokojowe-g7q6g9,ponad miesiąc temu,20,Gdańsk Zaspa,ul. Startowa,Apartment,3,62,Bez pośredników,1050000,17045,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-leszczynki-ul-lubawska-3-pokojowe-c6r1w0,ponad miesiąc temu,25,Gdynia Leszczynki,ul. Lubawska,Apartment,3,47,Bez pośredników,499000,10617,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-letnicka-3-pokojowe-l9b2w7,ponad miesiąc temu,17,Gdańsk Letnica,ul. Letnicka,Apartment,3,55,Oferta biura nieruchomości,1039000,18891,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-siedlce-ul-lecha-badkowskiego-4-pokojowe-v2i7x5,ponad miesiąc temu,34,Gdańsk Siedlce,ul. Lecha Bądkowskiego,Apartment,4,90,Oferta biura nieruchomości,1150000,12764,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-piwna-2-pokojowe-e0h2n3,ponad miesiąc temu,10,Gdańsk Śródmieście,ul. Piwna,Apartment,2,53,Bez pośredników,870000,16415,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-obroncow-wybrzeza-3-pokojowe-n6e8y0,ponad miesiąc temu,18,Gdańsk Przymorze,ul. Obrońców Wybrzeża,Apartment,3,64,Bez pośredników,1880000,29375,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-dabrowa-ul-mietowa-2-pokojowe-o5u3t3,ponad miesiąc temu,8,Gdynia Dąbrowa,ul. Miętowa,Apartment,2,45,Bez pośredników,460000,10222,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-obluze-ul-mjr-henryka-sucharskiego-3-pokojowe-p3m6t5,ponad miesiąc temu,12,Gdynia Obłuże,ul. mjr. Henryka Sucharskiego,Apartment,3,60,Oferta biura nieruchomości,535000,8917,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-cisowa-ul-morska-3-pokojowe-i8b8j7,ponad miesiąc temu,19,Gdynia Cisowa,ul. Morska,Apartment,3,61,Oferta biura nieruchomości,509000,8318,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-wladyslawa-broniewskiego-3-pokojowe-b0c6n7,ponad miesiąc temu,18,Gdańsk Brzeźno,ul. Władysława Broniewskiego,Apartment,3,45,Bez pośredników,780000,17489,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-orlowo-4-pokojowe-142-m2-f7r6l3,ponad miesiąc temu,19,Gdynia Orłowo,,Apartment,4,142,Bez pośredników,2249000,15817,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-leszczynki-ul-osada-kolejowa-2-pokojowe-w3j5k1,ponad miesiąc temu,8,Gdynia Leszczynki,ul. Osada Kolejowa,Apartment,2,31,Bez pośredników,315000,10328,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-suchanino-ul-otwarta-3-pokojowe-v3l5h1,ponad miesiąc temu,18,Gdańsk Suchanino,ul. Otwarta,Apartment,3,53,Oferta biura nieruchomości,649000,12296,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-alfonsa-flisykowskiego-3-pokojowe-o5a5g3,ponad miesiąc temu,20,Gdańsk Jasień,ul. Alfonsa Flisykowskiego,Apartment,3,74,Oferta biura nieruchomości,888406,11994,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-kamienna-gora-ul-ignacego-krasickiego-3-pokojowe-g4k1z1,ponad tydzień temu,20,Gdynia Kamienna Góra,ul. Ignacego Krasickiego,Apartment,3,61,Bez pośredników,1220000,20000,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-1-pokoj-28-m2-x8b5d0,ponad miesiąc temu,5,Gdańsk Wrzeszcz,,Apartment,1,28,Bez pośredników,660000,23571,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-babie-doly-ul-ikara-2-pokojowe-v5f8t1,ponad miesiąc temu,8,Gdynia Babie Doły,ul. Ikara,Apartment,2,54,Bez pośredników,769000,14241,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-bretowo-ul-lesna-gora-2-pokojowe-t8p7o7,ponad miesiąc temu,4,Gdańsk Brętowo,ul. Leśna Góra,Apartment,2,49,Bez pośredników,620000,12653,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-sw-barbary-3-pokojowe-i3g7q4,ponad miesiąc temu,20,Gdańsk Śródmieście,ul. św. Barbary,Apartment,3,70,Oferta biura nieruchomości,1230000,17634,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-witomino-ul-strazacka-2-pokojowe-u6q6n9,ponad miesiąc temu,11,Gdynia Witomino,ul. Strażacka,Apartment,2,36,Oferta biura nieruchomości,499000,14017,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-lakowa-2-pokojowe-o7s0n6,ponad miesiąc temu,20,Gdańsk Śródmieście,ul. Łąkowa,Apartment,2,37,Bez pośredników,849000,23197,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-grabowek-ul-bronislawa-dembinskiego-2-pokojowe-e4f5g9,ponad miesiąc temu,19,Gdynia Grabówek,ul. Bronisława Dembińskiego,Apartment,2,64,Bez pośredników,649000,10141,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-kolobrzeska-2-pokojowe-h9c4j3,ponad miesiąc temu,21,Gdańsk Przymorze,ul. Kołobrzeska,Apartment,2,45,Bez pośredników,689000,15311,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-szafarnia-2-pokojowe-l2i5u7,ponad miesiąc temu,31,Gdańsk Śródmieście,ul. Szafarnia,Apartment,2,50,Oferta biura nieruchomości,1199000,23980,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-swietojanska-3-pokojowe-l8y9y7,ponad miesiąc temu,14,Gdynia Śródmieście,ul. Świętojańska,Apartment,3,128,Oferta biura nieruchomości,1549000,12149,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-ul-chylonska-2-pokojowe-t0l9m6,ponad miesiąc temu,12,Gdynia Chylonia,ul. Chylońska,Apartment,2,41,Bez pośredników,498000,12206,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-karczemki-ul-irysowa-3-pokojowe-x1q9n6,ponad miesiąc temu,21,Gdańsk Karczemki,ul. Irysowa,Apartment,3,68,Bez pośredników,700000,10294,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chwarzno-wiczlino-ul-janki-bryla-2-pokojowe-k6g8b1,ponad miesiąc temu,8,Gdynia Chwarzno-Wiczlino,ul. Janki Bryla,Apartment,2,46,Bez pośredników,619000,13457,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-ul-lesna-4-pokojowe-u1b8f8,ponad miesiąc temu,9,Gdynia,ul. Leśna,Apartment,4,100,Oferta biura nieruchomości,1629740,16297,Gdynia
o,https://adresowo.pl/o/mieszkanie-sopot-5-pokojowe-115-m2-v1l2p3,ponad miesiąc temu,18,Sopot,,Apartment,5,116,Oferta biura nieruchomości,2990000,25847,Sopot
o,https://adresowo.pl/o/mieszkanie-gdansk-oliwa-ul-karwienska-4-pokojowe-y3f9r0,ponad miesiąc temu,8,Gdańsk Oliwa,ul. Karwieńska,Apartment,4,78,Bez pośredników,1900000,24359,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdynia-dzialki-lesne-ul-szczecinska-2-pokojowe-w7t0l0,ponad miesiąc temu,14,Gdynia Działki Leśne,ul. Szczecińska,Apartment,2,43,Bez pośredników,515000,12069,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-karwiny-ul-buraczana-2-pokojowe-t7b0u3,ponad miesiąc temu,7,Gdynia Karwiny,ul. Buraczana,Apartment,2,36,Bez pośredników,425000,11806,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-obroncow-wybrzeza-2-pokojowe-z2h9q3,ponad miesiąc temu,14,Gdynia Śródmieście,ul. Obrońców Wybrzeża,Apartment,2,50,Oferta biura nieruchomości,630000,12600,Gdynia
o,https://adresowo.pl/o/mieszkanie-sopot-kamienny-potok-ul-jozefa-kraszewskiego-3-pokojowe-v1b4r2,ponad miesiąc temu,7,Sopot Kamienny Potok,ul. Józefa Kraszewskiego,Apartment,3,53,Oferta biura nieruchomości,849000,16019,Sopot
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-ul-gniewska-2-pokojowe-e5k2p3,ponad miesiąc temu,8,Gdynia Chylonia,ul. Gniewska,Apartment,2,44,Bez pośredników,415000,9432,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-stara-stocznia-2-pokojowe-n8d2z3,ponad miesiąc temu,19,Gdańsk Śródmieście,ul. Stara Stocznia,Apartment,2,46,Bez pośredników,1200000,25823,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-oksywie-ul-modra-3-pokojowe-e1q0h4,ponad miesiąc temu,16,Gdynia Oksywie,ul. Modra,Apartment,3,46,Bez pośredników,470000,10240,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-wladyslawa-iv-3-pokojowe-p9i9r5,ponad miesiąc temu,21,Gdynia Śródmieście,ul. Władysława IV,Apartment,3,70,Oferta biura nieruchomości,1149000,16414,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-siennicka-3-pokojowe-x8z1y8,ponad miesiąc temu,6,Gdańsk Śródmieście,ul. Siennicka,Apartment,3,46,Oferta biura nieruchomości,689999,14903,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-wladyslawa-iv-2-pokojowe-e6i1u9,ponad miesiąc temu,9,Gdynia Śródmieście,ul. Władysława IV,Apartment,2,55,Bez pośredników,895000,16273,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-perlowa-3-pokojowe-f8l4q4,ponad miesiąc temu,11,Gdańsk Orunia,ul. Perłowa,Apartment,3,52,Bez pośredników,589000,11327,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdynia-redlowo-1-pokoj-27-m2-a8d7d3,ponad miesiąc temu,6,Gdynia Redłowo,,Apartment,1,27,Bez pośredników,430000,15926,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-kazimierza-wielkiego-2-pokojowe-r4i0e9,ponad miesiąc temu,7,Gdańsk Orunia,ul. Kazimierza Wielkiego,Apartment,2,35,Oferta biura nieruchomości,470000,13277,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-stogi-ul-szpaki-3-pokojowe-q6o6m8,ponad miesiąc temu,8,Gdańsk Stogi,ul. Szpaki,Apartment,3,53,Oferta biura nieruchomości,599000,11302,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-ul-hokejowa-3-pokojowe-w3r2i8,ponad miesiąc temu,7,Gdańsk,ul. Hokejowa,Apartment,3,60,Bez pośredników,740000,12333,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-ul-kombatantow-2-pokojowe-s8o1m6,ponad miesiąc temu,11,Gdańsk Zaspa,ul. Kombatantów,Apartment,2,48,Bez pośredników,720000,15000,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-dworska-1-pokoj-r0l4c3,ponad miesiąc temu,7,Gdańsk Brzeźno,ul. Dworska,Apartment,1,29,Bez pośredników,430000,14828,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdynia-skwer-kosciuszki-1-pokoj-d0m5x8,ponad miesiąc temu,17,Gdynia,skwer Kościuszki,Apartment,1,26,Oferta biura nieruchomości,790000,30038,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-dzialki-lesne-ul-slaska-3-pokojowe-k8l8l0,ponad miesiąc temu,11,Gdynia Działki Leśne,ul. Śląska,Apartment,3,54,Oferta biura nieruchomości,615000,11305,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-anny-jagiellonki-2-pokojowe-x3u2m6,ponad miesiąc temu,24,Gdańsk Chełm,ul. Anny Jagiellonki,Apartment,2,45,Bez pośredników,629000,13885,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zakoniczyn-ul-swietokrzyska-2-pokojowe-o4p9m4,ponad miesiąc temu,18,Gdańsk Zakoniczyn,ul. Świętokrzyska,Apartment,2,43,Bez pośredników,580000,13488,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chwarzno-wiczlino-2-pokojowe-42-m2-f0n5x6,ponad miesiąc temu,12,Gdynia Chwarzno-Wiczlino,,Apartment,2,43,Bez pośredników,770000,18029,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-leborska-2-pokojowe-r4b3l2,ponad miesiąc temu,21,Gdańsk Przymorze,ul. Lęborska,Apartment,2,48,Oferta biura nieruchomości,899999,18868,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-leborska-2-pokojowe-v7h9o4,ponad miesiąc temu,18,Gdańsk Przymorze,ul. Lęborska,Apartment,2,51,Oferta biura nieruchomości,670000,13267,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-oksywie-ul-arendta-dickmana-3-pokojowe-n3m3a3,ponad miesiąc temu,20,Gdynia Oksywie,ul. Arendta Dickmana,Apartment,3,74,Bez pośredników,550000,7412,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-lagiewniki-3-pokojowe-m7z1c0,ponad miesiąc temu,7,Gdańsk Śródmieście,ul. Łagiewniki,Apartment,3,73,Bez pośredników,990000,13562,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-maly-kack-ul-strzelcow-4-pokojowe-x6n9k0,ponad miesiąc temu,17,Gdynia Mały Kack,ul. Strzelców,Apartment,4,99,Bez pośredników,1688000,16997,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-bernarda-filarskiego-2-pokojowe-h2o7z9,ponad miesiąc temu,20,Gdańsk Letnica,ul. Bernarda Filarskiego,Apartment,2,41,Oferta biura nieruchomości,790600,19161,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-wielki-kack-ul-gryfa-pomorskiego-2-pokojowe-i6z3x1,ponad miesiąc temu,19,Gdynia Wielki Kack,ul. Gryfa Pomorskiego,Apartment,2,46,Oferta biura nieruchomości,575000,12555,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-karwiny-3-pokojowe-65-m2-k4x1r0,ponad miesiąc temu,8,Gdynia Karwiny,,Apartment,3,65,Bez pośredników,680000,10462,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-ujescisko-ul-wawelska-2-pokojowe-a3g2z9,ponad miesiąc temu,8,Gdańsk Ujeścisko,ul. Wawelska,Apartment,2,50,Bez pośredników,645000,12900,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-siennicka-1-pokoj-q8i8g7,ponad miesiąc temu,9,Gdańsk Śródmieście,ul. Siennicka,Apartment,1,17,Bez pośredników,360000,21176,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-ludwika-hirszfelda-1-pokoj-x2p8v7,ponad miesiąc temu,7,Gdańsk Chełm,ul. Ludwika Hirszfelda,Apartment,1,26,Oferta biura nieruchomości,348500,13456,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-prof-jozefa-wieckowskiego-2-pokojowe-u7z9j9,ponad miesiąc temu,18,Gdańsk Chełm,ul. prof. Józefa Więckowskiego,Apartment,2,50,Oferta biura nieruchomości,630000,12575,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-morena-ul-magellana-2-pokojowe-j4a4f0,ponad miesiąc temu,18,Gdańsk Morena,ul. Magellana,Apartment,2,53,Bez pośredników,949000,17991,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-osowa-ul-jednorozca-2-pokojowe-l7o2q0,ponad miesiąc temu,18,Gdańsk Osowa,ul. Jednorożca,Apartment,2,56,Bez pośredników,650000,11572,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-oksywie-ul-inz-j-smidowicza-2-pokojowe-r0e5q3,ponad miesiąc temu,8,Gdynia Oksywie,ul. inż. J. Śmidowicza,Apartment,2,46,Bez pośredników,459000,9935,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-podmiejska-2-pokojowe-u2q4e0,ponad miesiąc temu,8,Gdańsk Orunia,ul. Podmiejska,Apartment,2,44,Oferta biura nieruchomości,510000,11724,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-siedlce-ul-gen-stefana-grota-roweckiego-2-pokojowe-c2f6o1,ponad miesiąc temu,17,Gdańsk Siedlce,ul. gen. Stefana Grota-Roweckiego,Apartment,2,36,Oferta biura nieruchomości,699000,19288,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-boleslawa-chrobrego-1-pokoj-c0y1n6,ponad miesiąc temu,8,Gdańsk Wrzeszcz,ul. Bolesława Chrobrego,Apartment,1,27,Bez pośredników,390000,14218,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-nadmorski-dwor-2-pokojowe-s5i6c4,ponad miesiąc temu,20,Gdańsk Brzeźno,ul. Nadmorski Dwór,Apartment,2,45,Bez pośredników,1395000,30673,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-romana-dmowskiego-7-pokojowe-t1z3s8,ponad miesiąc temu,16,Gdańsk Wrzeszcz,ul. Romana Dmowskiego,Apartment,7,105,Bez pośredników,1100000,10476,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-jana-kochanowskiego-2-pokojowe-h5u8j6,ponad miesiąc temu,12,Gdańsk Wrzeszcz,ul. Jana Kochanowskiego,Apartment,2,60,Oferta biura nieruchomości,598000,9983,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-ul-morska-2-pokojowe-s8q9p6,ponad miesiąc temu,15,Gdynia Chylonia,ul. Morska,Apartment,2,47,Oferta biura nieruchomości,579000,12215,Gdynia
o,https://adresowo.pl/o/mieszkanie-sopot-sopot-dolny-ul-jana-sobieskiego-3-pokojowe-h5x4k2,ponad miesiąc temu,8,Sopot Sopot Dolny,ul. Jana Sobieskiego,Apartment,3,79,Bez pośredników,1749000,22106,Sopot
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-ul-rozewska-2-pokojowe-g4z3i8,ponad miesiąc temu,17,Gdynia Chylonia,ul. Rozewska,Apartment,2,38,Bez pośredników,425000,11068,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-morena-ul-krolewskie-wzgorze-3-pokojowe-q1k4j9,ponad miesiąc temu,10,Gdańsk Morena,ul. Królewskie Wzgórze,Apartment,3,65,Bez pośredników,770000,11763,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-tadeusza-rejtana-2-pokojowe-t9z2k8,ponad miesiąc temu,8,Gdańsk Orunia,ul. Tadeusza Rejtana,Apartment,2,37,Oferta biura nieruchomości,379000,10188,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-sw-ducha-2-pokojowe-d2d7d5,ponad miesiąc temu,22,Gdańsk Śródmieście,ul. św. Ducha,Apartment,2,38,Oferta biura nieruchomości,710000,18833,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-ks-jerzego-popieluszki-1-pokoj-v4x2a8,ponad miesiąc temu,12,Gdańsk Śródmieście,ul. ks. Jerzego Popiełuszki,Apartment,1,27,Bez pośredników,609000,22981,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-zamiejska-2-pokojowe-u1s7m2,ponad miesiąc temu,20,Gdańsk Chełm,ul. Zamiejska,Apartment,2,49,Bez pośredników,645000,13083,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-glowne-miasto-ul-ogarna-2-pokojowe-y1t7j1,ponad miesiąc temu,7,Gdańsk Główne Miasto,ul. Ogarna,Apartment,2,50,Bez pośredników,899000,17980,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-sobieszewo-ul-100-lecia-zwiazku-harcerstwa-polskiego-2-pokojowe-w9q1a6,ponad miesiąc temu,8,Gdańsk Sobieszewo,ul. 100-lecia Związku Harcerstwa Polskiego,Apartment,2,57,Oferta biura nieruchomości,1199250,20995,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-ujescisko-ul-kazimierza-porebskiego-2-pokojowe-b9s0r4,ponad miesiąc temu,8,Gdańsk Ujeścisko,ul. Kazimierza Porębskiego,Apartment,2,32,Oferta biura nieruchomości,480000,15000,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-niedzwiednik-ul-goralska-2-pokojowe-v7i9d4,ponad miesiąc temu,13,Gdańsk Niedźwiednik,ul. Góralska,Apartment,2,49,Bez pośredników,579000,11816,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-mariana-seredynskiego-4-pokojowe-b1l9t2,ponad miesiąc temu,5,Gdańsk Śródmieście,ul. Mariana Seredyńskiego,Apartment,4,88,Bez pośredników,829000,9420,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-bernarda-filarskiego-3-pokojowe-o4m6z3,ponad miesiąc temu,14,Gdańsk Letnica,ul. Bernarda Filarskiego,Apartment,3,65,Bez pośredników,1270000,19538,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-sienna-grobla-4-pokojowe-103-m2-g0t2y2,ponad miesiąc temu,30,Gdańsk Sienna Grobla,,Apartment,4,104,Oferta biura nieruchomości,2294380,22147,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-reformacka-3-pokojowe-j1p6g0,ponad miesiąc temu,9,Gdańsk Chełm,ul. Reformacka,Apartment,3,79,Oferta biura nieruchomości,1133000,14324,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-3-pokojowe-66-m2-z0g4y3,ponad miesiąc temu,10,Gdynia Śródmieście,,Apartment,3,66,Bez pośredników,889000,13470,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-siedlce-ul-kartuska-2-pokojowe-i6h2o4,ponad miesiąc temu,5,Gdańsk Siedlce,ul. Kartuska,Apartment,2,49,Bez pośredników,649000,13245,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-starowiejska-2-pokojowe-g0q6s0,ponad miesiąc temu,16,Gdańsk Letnica,ul. Starowiejska,Apartment,2,47,Bez pośredników,940000,20000,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-mostek-1-pokoj-f3e2h8,ponad miesiąc temu,10,Gdańsk Śródmieście,ul. Mostek,Apartment,1,29,Oferta biura nieruchomości,530460,18000,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-redlowo-ul-legionow-4-pokojowe-o5j3i5,ponad miesiąc temu,11,Gdynia Redłowo,ul. Legionów,Apartment,4,130,Oferta biura nieruchomości,1913907,14737,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-3-pokojowe-57-m2-z6m2n0,ponad miesiąc temu,1,Gdańsk,,Apartment,3,57,Bez pośredników,1037000,18066,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-obluze-ul-adm-j-unruga-3-pokojowe-y4v1k3,ponad miesiąc temu,17,Gdynia Obłuże,ul. adm. J. Unruga,Apartment,3,46,Bez pośredników,475000,10326,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-wzgorze-swietego-maksymiliana-ul-partyzantow-3-pokojowe-s1c5e2,ponad miesiąc temu,6,Gdynia Wzgórze Świętego Maksymiliana,ul. Partyzantów,Apartment,3,53,Bez pośredników,779000,14698,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-orlowo-al-zwyciestwa-2-pokojowe-u5e6p3,ponad miesiąc temu,15,Gdynia Orłowo,al. Zwycięstwa,Apartment,2,71,Oferta biura nieruchomości,999000,14070,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-gorna-ul-borkowska-2-pokojowe-d5o1n1,ponad miesiąc temu,10,Gdańsk Orunia Górna,ul. Borkowska,Apartment,2,37,Oferta biura nieruchomości,557878,15025,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-obluze-ul-adm-j-unruga-3-pokojowe-f6e5w6,ponad miesiąc temu,8,Gdynia Obłuże,ul. adm. J. Unruga,Apartment,3,60,Bez pośredników,489000,8150,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-gorna-ul-kazimierza-wielkiego-2-pokojowe-z7f3q8,ponad miesiąc temu,3,Gdańsk Orunia Górna,ul. Kazimierza Wielkiego,Apartment,2,39,Bez pośredników,485000,12436,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zabianka-ul-gospody-3-pokojowe-r8c8z7,ponad miesiąc temu,15,Gdańsk Żabianka,ul. Gospody,Apartment,3,43,Bez pośredników,770000,17907,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-pastelowa-2-pokojowe-f1z6l8,ponad miesiąc temu,9,Gdańsk Orunia,ul. Pastelowa,Apartment,2,35,Oferta biura nieruchomości,550000,15576,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-3-pokojowe-54-m2-o5s7h9,ponad miesiąc temu,17,Gdańsk Jasień,,Apartment,3,54,Oferta biura nieruchomości,650438,11996,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-osowa-ul-koziorozca-5-pokojowe-q1z4x0,ponad miesiąc temu,32,Gdańsk Osowa,ul. Koziorożca,Apartment,5,142,Bez pośredników,1849000,13021,Gdańsk
