id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,city
o,https://adresowo.pl/o/mieszkanie-gdansk-morena-ul-mysliwska-3-pokojowe-j1c3i5,ponad miesiąc temu,10,Gdańsk Morena,ul. Myśliwska,Apartment,3,74,Oferta biura nieruchomości,1399000,18905,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-osowa-3-pokojowe-51-m2-r0p3q8,ponad tydzień temu,8,Gdańsk Osowa,,Apartment,3,51,Bez pośredników,599999,11765,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-witomino-ul-narcyzowa-2-pokojowe-o5e8z1,ponad tydzień temu,8,Gdynia Witomino,ul. Narcyzowa,Apartment,2,42,Bez pośredników,520000,12381,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-kokoszki-ul-sw-brata-alberta-3-pokojowe-p5w2d6,ponad tydzień temu,10,Gdańsk Kokoszki,ul. św. Brata Alberta,Apartment,3,57,Bez pośredników,700000,12195,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-piastowska-2-pokojowe-s8s2h6,ponad miesiąc temu,10,Gdańsk Przymorze,ul. Piastowska,Apartment,2,38,Oferta biura nieruchomości,599000,15763,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-al-legionow-4-pokojowe-j0y9c3,ponad miesiąc temu,17,Gdańsk Wrzeszcz,al. Legionów,Apartment,4,49,Oferta biura nieruchomości,639000,13148,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-3-pokojowe-61-m2-g3s7w2,ponad tydzień temu,20,Gdańsk Brzeźno,,Apartment,3,61,Bez pośredników,1880000,30669,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-niedzwiednik-ul-goralska-3-pokojowe-x3c5p6,ponad tydzień temu,19,Gdańsk Niedźwiednik,ul. Góralska,Apartment,3,75,Bez pośredników,870000,11585,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-leszczynki-ul-bronislawa-dembinskiego-2-pokojowe-m1o5l0,ponad tydzień temu,20,Gdynia Leszczynki,ul. Bronisława Dembińskiego,Apartment,2,52,Bez pośredników,900000,17442,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-leona-droszynskiego-3-pokojowe-t4y8s9,ponad miesiąc temu,10,Gdańsk Przymorze,ul. Leona Droszyńskiego,Apartment,3,54,Oferta biura nieruchomości,799999,14815,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-ujescisko-ul-przemyska-3-pokojowe-b4n5d2,ponad miesiąc temu,15,Gdańsk Ujeścisko,ul. Przemyska,Apartment,3,59,Oferta biura nieruchomości,915000,15508,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-stefana-zeromskiego-3-pokojowe-k3l1w9,ponad tydzień temu,8,Gdynia Śródmieście,ul. Stefana Żeromskiego,Apartment,3,65,Bez pośredników,1130000,17385,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-oksywie-ul-benislawskiego-2-pokojowe-k4y1j8,ponad tydzień temu,16,Gdynia Oksywie,ul. Benisławskiego,Apartment,2,64,Bez pośredników,1070000,16719,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-karwiny-ul-poli-gojawiczynskiej-2-pokojowe-s3u2m9,ponad tydzień temu,14,Gdynia Karwiny,ul. Poli Gojawiczyńskiej,Apartment,2,51,Bez pośredników,480000,9412,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-cisowa-ul-zbozowa-4-pokojowe-e9g1r1,ponad miesiąc temu,20,Gdynia Cisowa,ul. Zbożowa,Apartment,4,81,Oferta biura nieruchomości,970000,12050,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-suchanino-ul-franciszka-liszta-2-pokojowe-v4g0l0,ponad miesiąc temu,11,Gdańsk Suchanino,ul. Franciszka Liszta,Apartment,2,42,Oferta biura nieruchomości,595000,14026,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-przytulna-4-pokojowe-n7j9q6,ponad tydzień temu,11,Gdańsk Jasień,ul. Przytulna,Apartment,4,63,Bez pośredników,840000,13333,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-wzgorze-swietego-maksymiliana-ul-legionow-3-pokojowe-g4t6y4,ponad tydzień temu,8,Gdynia Wzgórze Świętego Maksymiliana,ul. Legionów,Apartment,3,54,Bez pośredników,820000,15185,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-jelitkowo-ul-jakuba-wejhera-2-pokojowe-k0b5x8,ponad tydzień temu,12,Gdańsk Jelitkowo,ul. Jakuba Wejhera,Apartment,2,43,Bez pośredników,659000,15326,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-gdanska-3-pokojowe-y7t2g1,ponad miesiąc temu,27,Gdańsk Brzeźno,ul. Gdańska,Apartment,3,46,Oferta biura nieruchomości,599000,13165,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-sucha-2-pokojowe-r1l8k1,ponad miesiąc temu,5,Gdańsk Letnica,ul. Sucha,Apartment,2,40,Oferta biura nieruchomości,755000,18875,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-cisowa-ul-morska-2-pokojowe-p3p6v3,ponad tydzień temu,8,Gdynia Cisowa,ul. Morska,Apartment,2,47,Bez pośredników,480000,10213,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-2-pokojowe-53-m2-c5q1u2,ponad tydzień temu,8,Gdańsk Wrzeszcz,,Apartment,2,53,Bez pośredników,1099000,20736,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-zielona-3-pokojowe-h4h9w3,ponad tydzień temu,13,Gdańsk Śródmieście,ul. Zielona,Apartment,3,60,Bez pośredników,899000,14983,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-ul-lakowa-1-pokoj-m8a9t9,ponad miesiąc temu,9,Gdańsk,ul. Łąkowa,Apartment,1,29,Oferta biura nieruchomości,625000,21441,Gdańsk
o,https://adresowo.pl/o/mieszkanie-sopot-ul-23-marca-4-pokojowe-l4i9y9,ponad miesiąc temu,21,Sopot,ul. 23 Marca,Apartment,4,86,Oferta biura nieruchomości,2347000,27215,Sopot
o,https://adresowo.pl/o/mieszkanie-gdynia-kamienna-gora-ul-ignacego-krasickiego-3-pokojowe-g4k1z1,ponad tydzień temu,20,Gdynia Kamienna Góra,ul. Ignacego Krasickiego,Apartment,3,61,Bez pośredników,1220000,20000,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-torunska-3-pokojowe-b3w7a1,ponad tydzień temu,15,Gdańsk Śródmieście,ul. Toruńska,Apartment,3,60,Bez pośredników,1100000,18333,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-osowa-ul-antygony-2-pokojowe-e7s8d3,ponad tydzień temu,15,Gdańsk Osowa,ul. Antygony,Apartment,2,48,Bez pośredników,670000,13958,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-oliwa-ul-arenda-dickmana-3-pokojowe-s0f4p1,ponad tydzień temu,9,Gdańsk Oliwa,ul. Arenda Dickmana,Apartment,3,69,Bez pośredników,940000,13615,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-zakoniczyn-ul-wiezycka-2-pokojowe-g1b0h2,ponad miesiąc temu,21,Gdańsk Zakoniczyn,ul. Wieżycka,Apartment,2,38,Oferta biura nieruchomości,506464,13300,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-kamienna-gora-ul-juliusza-slowackiego-3-pokojowe-q8h1b7,ponad miesiąc temu,15,Gdynia Kamienna Góra,ul. Juliusza Słowackiego,Apartment,3,66,Oferta biura nieruchomości,759000,11484,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-rajska-3-pokojowe-v0l3u5,ponad tydzień temu,13,Gdańsk Śródmieście,ul. Rajska,Apartment,3,78,Bez pośredników,1850000,23718,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-rajska-2-pokojowe-c4b9c6,ponad tydzień temu,10,Gdańsk Śródmieście,ul. Rajska,Apartment,2,61,Bez pośredników,1550000,25410,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdynia-grabowek-ul-kapitanska-2-pokojowe-l7z7k5,ponad tydzień temu,1,Gdynia Grabówek,ul. Kapitańska,Apartment,2,54,Bez pośredników,750000,13889,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-sw-piotra-4-pokojowe-i4l5i1,ponad miesiąc temu,15,Gdynia Śródmieście,ul. św. Piotra,Apartment,4,91,Oferta biura nieruchomości,1431517,15750,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-ul-niepolomicka-4-pokojowe-t6v5u3,ponad miesiąc temu,6,Gdańsk,ul. Niepołomicka,Apartment,4,72,Oferta biura nieruchomości,785000,10903,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-ul-pilotow-3-pokojowe-m5g0k0,ponad tydzień temu,9,Gdańsk Zaspa,ul. Pilotów,Apartment,3,74,Bez pośredników,1250000,17004,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-ul-stanislawa-skarzynskiego-3-pokojowe-d5q3r0,ponad tydzień temu,9,Gdańsk Zaspa,ul. Stanisława Skarżyńskiego,Apartment,3,66,Bez pośredników,850000,12801,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-karwiny-2-pokojowe-37-m2-q0s5n6,ponad tydzień temu,20,Gdynia Karwiny,,Apartment,2,37,Bez pośredników,540000,14439,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-wierzbowa-2-pokojowe-c6q8u1,ponad miesiąc temu,8,Gdańsk Śródmieście,ul. Wierzbowa,Apartment,2,46,Oferta biura nieruchomości,690000,15000,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-mlyniska-ul-twarda-2-pokojowe-i0f9b2,ponad miesiąc temu,10,Gdańsk Młyniska,ul. Twarda,Apartment,2,43,Oferta biura nieruchomości,640000,14884,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-2-pokojowe-35-m2-e8d3n8,ponad tydzień temu,12,Gdynia Chylonia,,Apartment,2,35,Bez pośredników,549000,15686,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-ujescisko-ul-warszawska-3-pokojowe-f5v7f8,ponad tydzień temu,18,Gdańsk Ujeścisko,ul. Warszawska,Apartment,3,70,Bez pośredników,865000,12357,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-al-legionow-3-pokojowe-t1l5u0,ponad tydzień temu,17,Gdańsk Wrzeszcz,al. Legionów,Apartment,3,62,Bez pośredników,819000,13210,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-ujescisko-ul-konrada-guderskiego-2-pokojowe-c9b7g2,ponad miesiąc temu,9,Gdańsk Ujeścisko,ul. Konrada Guderskiego,Apartment,2,46,Oferta biura nieruchomości,505000,11002,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przerobka-ul-teofila-lenartowicza-1-pokoj-y7p3t8,ponad miesiąc temu,6,Gdańsk Przeróbka,ul. Teofila Lenartowicza,Apartment,1,26,Oferta biura nieruchomości,449000,17210,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-nowy-port-ul-kasztanowa-2-pokojowe-e7c2o5,ponad tydzień temu,14,Gdańsk Nowy Port,ul. Kasztanowa,Apartment,2,49,Bez pośredników,637000,13000,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-sopot-sopot-dolny-ul-tadeusza-kosciuszki-5-pokojowe-o5d8n1,ponad tydzień temu,20,Sopot Sopot Dolny,ul. Tadeusza Kościuszki,Apartment,5,120,Bez pośredników,2950000,24583,Sopot
o,https://adresowo.pl/o/mieszkanie-gdansk-kokoszki-5-pokojowe-63-m2-r6w2p4,ponad tydzień temu,8,Gdańsk Kokoszki,,Apartment,5,63,Bez pośredników,1200000,19048,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-aniolki-ul-mariana-smoluchowskiego-2-pokojowe-g7k6f7,ponad miesiąc temu,18,Gdańsk Aniołki,ul. Mariana Smoluchowskiego,Apartment,2,42,Oferta biura nieruchomości,847000,20000,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-al-gen-jozefa-hallera-4-pokojowe-b4k5m6,ponad miesiąc temu,30,Gdańsk Brzeźno,al. gen. Józefa Hallera,Apartment,4,106,Oferta biura nieruchomości,2999999,28347,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-kolobrzeska-2-pokojowe-u6p9a8,ponad tydzień temu,14,Gdańsk Przymorze,ul. Kołobrzeska,Apartment,2,42,Bez pośredników,800000,19048,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-tysiaclecia-1-pokoj-m2i2h0,ponad tydzień temu,6,Gdańsk Przymorze,ul. Tysiąclecia,Apartment,1,23,Bez pośredników,469000,20391,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-sopot-kamienny-potok-ul-jozefa-kraszewskiego-1-pokoj-d4e6w3,ponad tydzień temu,19,Sopot Kamienny Potok,ul. Józefa Kraszewskiego,Apartment,1,25,Bez pośredników,469000,18760,Sopot
o,https://adresowo.pl/o/mieszkanie-gdansk-aniolki-ul-mariana-smoluchowskiego-1-pokoj-e6a5m3,ponad miesiąc temu,14,Gdańsk Aniołki,ul. Mariana Smoluchowskiego,Apartment,1,37,Oferta biura nieruchomości,696920,18897,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-brzezno-ul-ignacego-krasickiego-2-pokojowe-d3b6y4,ponad miesiąc temu,20,Gdańsk Brzeźno,ul. Ignacego Krasickiego,Apartment,2,47,Oferta biura nieruchomości,1265454,27132,Gdańsk
o,https://adresowo.pl/o/mieszkanie-sopot-brodwino-ul-wladyslawa-cieszynskiego-1-pokoj-c3f9s1,ponad tydzień temu,9,Sopot Brodwino,ul. Władysława Cieszyńskiego,Apartment,1,33,Bez pośredników,545000,16515,Sopot
o,https://adresowo.pl/o/mieszkanie-gdynia-grabowek-ul-morska-2-pokojowe-n4k8p2,ponad tydzień temu,19,Gdynia Grabówek,ul. Morska,Apartment,2,32,Bez pośredników,425000,13281,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-lilli-wenedy-3-pokojowe-p0c7f7,ponad tydzień temu,9,Gdańsk Wrzeszcz,ul. Lilli Wenedy,Apartment,3,63,Bez pośredników,750000,11905,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdynia-maly-kack-ul-parkowa-3-pokojowe-b2k4s7,ponad miesiąc temu,20,Gdynia Mały Kack,ul. Parkowa,Apartment,3,67,Oferta biura nieruchomości,935000,14047,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-mlyniska-ul-ks-jerzego-popieluszki-3-pokojowe-d8d9v6,ponad miesiąc temu,19,Gdańsk Młyniska,ul. ks. Jerzego Popiełuszki,Apartment,3,83,Oferta biura nieruchomości,1959000,23745,Gdańsk
o,https://adresowo.pl/o/mieszkanie-sopot-brodwino-ul-oskara-kolberga-1-pokoj-w6z1z5,ponad tydzień temu,11,Sopot Brodwino,ul. Oskara Kolberga,Apartment,1,30,Bez pośredników,485000,16167,Sopot
o,https://adresowo.pl/o/mieszkanie-gdansk-stogi-ul-szpaki-2-pokojowe-l6i4k6,ponad tydzień temu,11,Gdańsk Stogi,ul. Szpaki,Apartment,2,46,Bez pośredników,455202,9900,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-obluze-3-pokojowe-45-m2-k1o5t6,ponad tydzień temu,10,Gdynia Obłuże,,Apartment,3,46,Bez pośredników,549000,12039,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-wielki-kack-ul-nowodworcowa-2-pokojowe-z9a5v7,ponad miesiąc temu,16,Gdynia Wielki Kack,ul. Nowodworcowa,Apartment,2,55,Oferta biura nieruchomości,665000,12069,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-nieborowska-2-pokojowe-j6f9w0,ponad miesiąc temu,15,Gdańsk Chełm,ul. Nieborowska,Apartment,2,45,Oferta biura nieruchomości,669000,14870,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-obluze-ul-nasypowa-3-pokojowe-g2z0h2,ponad tydzień temu,15,Gdynia Obłuże,ul. Nasypowa,Apartment,3,52,Bez pośredników,770000,14951,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-lastadia-2-pokojowe-u9x8k0,ponad tydzień temu,11,Gdańsk Śródmieście,ul. Lastadia,Apartment,2,53,Bez pośredników,900000,17123,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-obluze-ul-podgorska-3-pokojowe-s0k8r8,ponad tydzień temu,10,Gdynia Obłuże,ul. Podgórska,Apartment,3,47,Bez pośredników,515000,11075,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-dzialki-lesne-ul-slaska-4-pokojowe-r9p2h4,ponad miesiąc temu,18,Gdynia Działki Leśne,ul. Śląska,Apartment,4,100,Oferta biura nieruchomości,1150000,11500,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-torunska-1-pokoj-p8y0u1,ponad miesiąc temu,10,Gdańsk Śródmieście,ul. Toruńska,Apartment,1,31,Oferta biura nieruchomości,723500,23226,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-3-pokojowe-55-m2-h2b1g4,ponad tydzień temu,16,Gdańsk Przymorze,,Apartment,3,56,Bez pośredników,730000,13153,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-kokoszki-ul-fundamentowa-3-pokojowe-j2y6l5,ponad miesiąc temu,9,Gdańsk Kokoszki,ul. Fundamentowa,Apartment,3,57,Bez pośredników,539000,9456,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-siedlce-ul-szara-2-pokojowe-o7u3c8,ponad miesiąc temu,10,Gdańsk Siedlce,ul. Szara,Apartment,2,42,Bez pośredników,500000,11905,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-czarny-dwor-2-pokojowe-s7p3b3,ponad miesiąc temu,14,Gdańsk Przymorze,ul. Czarny Dwór,Apartment,2,49,Oferta biura nieruchomości,1141468,23434,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-czarny-dwor-2-pokojowe-h4a1v2,ponad miesiąc temu,16,Gdańsk Przymorze,ul. Czarny Dwór,Apartment,2,48,Oferta biura nieruchomości,1460751,30566,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-zyczliwa-2-pokojowe-k2w5k7,ponad miesiąc temu,9,Gdańsk Jasień,ul. Życzliwa,Apartment,2,53,Bez pośredników,729000,13859,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-obluze-ul-adm-j-unruga-2-pokojowe-u3f5w5,ponad miesiąc temu,7,Gdynia Obłuże,ul. adm. J. Unruga,Apartment,2,32,Bez pośredników,350000,10938,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-artura-grottgera-2-pokojowe-b4l7f6,ponad miesiąc temu,1,Gdynia Śródmieście,ul. Artura Grottgera,Apartment,2,42,Bez pośredników,715000,17024,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-czarny-dwor-2-pokojowe-m8k0q9,ponad miesiąc temu,19,Gdańsk Przymorze,ul. Czarny Dwór,Apartment,2,51,Oferta biura nieruchomości,1399000,27485,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-czarny-dwor-2-pokojowe-y2u1g7,ponad miesiąc temu,17,Gdańsk Przymorze,ul. Czarny Dwór,Apartment,2,44,Oferta biura nieruchomości,1561568,35660,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-strzyza-ul-grzegorza-fitelberga-2-pokojowe-h1d8b1,ponad miesiąc temu,10,Gdańsk Strzyża,ul. Grzegorza Fitelberga,Apartment,2,50,Bez pośredników,579000,11580,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-3-pokojowe-54-m2-s5m6a1,ponad miesiąc temu,16,Gdańsk Jasień,,Apartment,3,55,Bez pośredników,729000,13279,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-piecki-ul-mysliwska-3-pokojowe-j5f1e3,ponad miesiąc temu,1,Gdańsk Piecki,ul. Myśliwska,Apartment,3,64,Bez pośredników,950000,14844,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-czarny-dwor-1-pokoj-a5w9t9,ponad miesiąc temu,19,Gdańsk Przymorze,ul. Czarny Dwór,Apartment,1,29,Oferta biura nieruchomości,919000,31788,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-czarny-dwor-2-pokojowe-u4x8u1,ponad miesiąc temu,20,Gdańsk Przymorze,ul. Czarny Dwór,Apartment,2,50,Oferta biura nieruchomości,1190000,23987,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-ujescisko-2-pokojowe-56-m2-x4f3n5,ponad miesiąc temu,11,Gdańsk Ujeścisko,,Apartment,2,56,Bez pośredników,850000,15179,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-oliwa-ul-kaszubska-2-pokojowe-b8i7m1,ponad miesiąc temu,9,Gdańsk Oliwa,ul. Kaszubska,Apartment,2,46,Bez pośredników,839000,18359,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-do-studzienki-2-pokojowe-n5t0v3,ponad miesiąc temu,18,Gdańsk Wrzeszcz,ul. Do Studzienki,Apartment,2,50,Bez pośredników,797000,15867,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-magellana-4-pokojowe-l7g7f9,ponad miesiąc temu,11,Gdańsk Wrzeszcz,ul. Magellana,Apartment,4,77,Oferta biura nieruchomości,1069688,13820,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-czarny-dwor-2-pokojowe-z7d8k9,ponad miesiąc temu,20,Gdańsk Przymorze,ul. Czarny Dwór,Apartment,2,49,Oferta biura nieruchomości,1490000,30608,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-3-maja-3-pokojowe-m1e4b4,ponad miesiąc temu,12,Gdynia Śródmieście,ul. 3 Maja,Apartment,3,55,Bez pośredników,750000,13636,Gdynia
o,https://adresowo.pl/o/mieszkanie-sopot-przylesie-ul-23-marca-3-pokojowe-i9t1o8,ponad miesiąc temu,11,Sopot Przylesie,ul. 23 Marca,Apartment,3,46,Bez pośredników,730000,15870,Sopot
o,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-ptasia-2-pokojowe-r8p8m0,ponad miesiąc temu,9,Gdańsk Chełm,ul. Ptasia,Apartment,2,39,Bez pośredników,564900,14396,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zakoniczyn-ul-wiezycka-2-pokojowe-u6g9z8,ponad miesiąc temu,20,Gdańsk Zakoniczyn,ul. Wieżycka,Apartment,2,59,Oferta biura nieruchomości,609157,10344,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-sw-piotra-3-pokojowe-x4l2s1,ponad miesiąc temu,16,Gdynia Śródmieście,ul. św. Piotra,Apartment,3,67,Oferta biura nieruchomości,1158176,17325,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-chelm-ul-wladyslawa-bieganskiego-1-pokoj-h9o8o4,ponad miesiąc temu,10,Gdańsk Chełm,ul. Władysława Biegańskiego,Apartment,1,35,Bez pośredników,458000,13086,Gdańsk
o,https://adresowo.pl/o/mieszkanie-sopot-sopot-gorny-ul-23-marca-2-pokojowe-z0a6u1,ponad miesiąc temu,7,Sopot Sopot Górny,ul. 23 Marca,Apartment,2,45,Bez pośredników,1197000,26600,Sopot
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-ul-kartuska-2-pokojowe-o3o7t8,ponad miesiąc temu,7,Gdynia Chylonia,ul. Kartuska,Apartment,2,43,Bez pośredników,499000,11605,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-magellana-2-pokojowe-q6y5t6,ponad miesiąc temu,13,Gdańsk Wrzeszcz,ul. Magellana,Apartment,2,55,Oferta biura nieruchomości,859889,15700,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-czarny-dwor-2-pokojowe-o3c7k3,ponad miesiąc temu,19,Gdańsk Przymorze,ul. Czarny Dwór,Apartment,2,48,Oferta biura nieruchomości,1247000,25759,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-uranowa-3-pokojowe-g0g9y7,ponad miesiąc temu,8,Gdańsk Orunia,ul. Uranowa,Apartment,3,61,Bez pośredników,613000,10049,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-zgoda-2-pokojowe-e9h3w5,ponad miesiąc temu,15,Gdynia Śródmieście,ul. Zgoda,Apartment,2,26,Bez pośredników,500000,19231,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-morena-ul-zwiazku-jaszczurczego-3-pokojowe-w5f5y2,ponad miesiąc temu,13,Gdańsk Morena,ul. Związku Jaszczurczego,Apartment,3,62,Bez pośredników,679000,10899,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zakoniczyn-ul-wiezycka-3-pokojowe-e8z5c2,ponad miesiąc temu,21,Gdańsk Zakoniczyn,ul. Wieżycka,Apartment,3,76,Oferta biura nieruchomości,802774,10596,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-magellana-2-pokojowe-i7p6q4,ponad miesiąc temu,13,Gdańsk Wrzeszcz,ul. Magellana,Apartment,2,55,Oferta biura nieruchomości,846145,15500,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-lostowice-ul-zlota-3-pokojowe-j4f6m9,ponad miesiąc temu,15,Gdańsk Łostowice,ul. Złota,Apartment,3,69,Bez pośredników,779000,11372,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-witomino-ul-konwaliowa-2-pokojowe-c5q4k1,ponad miesiąc temu,12,Gdynia Witomino,ul. Konwaliowa,Apartment,2,38,Bez pośredników,549000,14524,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-grabowek-ul-marii-curie-sklodowskiej-3-pokojowe-o0j6k4,ponad miesiąc temu,20,Gdynia Grabówek,ul. Marii Curie-Skłodowskiej,Apartment,3,60,Bez pośredników,1110000,18469,Gdynia
